Stock Names
SAMF.JK
RSCH.JK
RMKO.JK
MGLV.JK
PNBS.JK
TOOL.JK
TOSK.JK
VICI.JK
FPNI.JK
MBTO.JK
PTMR.JK
SFAN.JK
BNBA.JK
ITIC.JK
INDX.JK
IBOS.JK
PNGO.JK
IRSX.JK
MFIN.JK
MAXI.JK
DLTA.JK
KARW.JK
MKPI.JK
EURO.JK
PALM.JK
PNSE.JK
BAPA.JK
KICI.JK
BAPA.JK
SONA.JK
ANDI.JK
LPPS.JK
KOTA.JK
FOOD.JK
JSPT.JK
PPGL.JK
PEVE.JK
MLPT.JK
BAYU.JK
PTDU.JK
IKAI.JK
WINR.JK
BUDI.JK
CASS.JK
ELPI.JK
ADES.JK
INCF.JK
SMKL.JK
PTSN.JK
INCF.JK
MDKI.JK
TRIM.JK
WEHA.JK
CRAB.JK
RISE.JK
HYGN.JK
BNBR.JK
EKAD.JK
ESIP.JK
EDGE.JK
SPMA.JK
TRIN.JK
RELF.JK
CLAY.JK
KUAS.JK
VICO.JK
NASA.JK
PLAN.JK
CBPE.JK
GMFI.JK
MREI.JK
SINI.JK
BACA.JK
SMKM.JK
YELO.JK
POLA.JK
ENAK.JK
SOHO.JK
ACST.JK
KLIN.JK
BSIM.JK
KMDS.JK
HDIT.JK
CBRE.JK
SKBM.JK
PADI.JK
SQMI.JK
SQMI.JK
SHIP.JK
TRGU.JK
ARTA.JK
EPAC.JK
PTIS.JK
OLIV.JK
MUTU.JK
AMOR.JK
GRIA.JK
DPNS.JK
BAJA.JK
SDRA.JK
EPMT.JK
LAPD.JK
MRAT.JK
MMLP.JK
TYRE.JK
RUNS.JK
CINT.JK
VIVA.JK
TIRA.JK
TRUE.JK
DART.JK
BYAN.JK
MDRN.JK
ADMG.JK
BBRM.JK
CBUT.JK
LAJU.JK
KBAG.JK
DVLA.JK
BTPN.JK
LINK.JK
PKPK.JK
SMAR.JK
LPIN.JK
GDST.JK
INPS.JK
INTA.JK
GDYR.JK
GRPH.JK
INTA.JK
PADA.JK
ATIC.JK
SWID.JK
DNET.JK
ASMI.JK
INOV.JK
WOMF.JK
ARGO.JK
MSJA.JK
SOTS.JK
MKAP.JK
PORT.JK
SWAT.JK
KBLM.JK
SMMT.JK
TRIS.JK
MKTR.JK
TRIS.JK
MKTR.JK
MERK.JK
DFAM.JK
DIGI.JK
KIAS.JK
BALI.JK
HOPE.JK
CARS.JK
ALTO.JK
BLTA.JK
ESTA.JK
KKES.JK
ICON.JK
TGKA.JK
MEGA.JK
ASDM.JK
GWSA.JK
DEPO.JK
AMFG.JK
STAR.JK
ASDM.JK
AKPI.JK
HOMI.JK
URBN.JK
PRAY.JK
SCNP.JK
AMIN.JK
ZONE.JK
GHON.JK
ADCP.JK
RBMS.JK
INDR.JK
MDIA.JK
ASRM.JK
KINO.JK
PTPW.JK
CTBN.JK
IFSH.JK
IKBI.JK
MEDS.JK
UDNG.JK
ENZO.JK
BBLD.JK
TGRA.JK
HRME.JK
MTWI.JK
PTSP.JK
AIMS.JK
IBFN.JK
MORA.JK
MPRO.JK
KDSI.JK
LRNA.JK
AKKU.JK
TBMS.JK
MTPS.JK
RDTX.JK
WOWS.JK
PGLI.JK
RDTX.JK
TALF.JK
PSKT.JK
KBLI.JK
CMPP.JK
MTLA.JK
IDEA.JK
SRAJ.JK
MYOH.JK
VINS.JK
BUKK.JK
BLUE.JK
DCII.JK
GOLD.JK
KONI.JK
RIGS.JK
BIMA.JK
SDPC.JK
FUJI.JK
IPOL.JK
SHID.JK
ASLI.JK
ESTI.JK
FUJI.JK
RANC.JK
CAKK.JK
ALDO.JK
MGNA.JK
INTD.JK
IGAR.JK
LPLI.JK
GSMF.JK
NTBK.JK
PGUN.JK
SDMU.JK
PMJS.JK
NPGF.JK
INPP.JK
POLY.JK
ZBRA.JK
PMJS.JK
IKPM.JK
MAPB.JK
DMND.JK
ATAP.JK
TAMA.JK
AGAR.JK
SURE.JK
RICY.JK
BBMD.JK
APLI.JK
NIRO.JK
MARI.JK
BINA.JK
IPAC.JK
KDTN.JK
NATO.JK
BBSI.JK
CTTH.JK
BTON.JK
DUTI.JK
GMTD.JK
NICK.JK
SMMA.JK
PGJO.JK
PDES.JK
HDFA.JK
ASBI.JK
INRU.JK
TRST.JK
CANI.JK
CSMI.JK
ASJT.JK
LIFE.JK
RODA.JK
GLOB.JK
SOSS.JK
BRAM.JK
BIPP.JK
APII.JK
APII.JK
SIPD.JK
STTP.JK
PCAR.JK
IBST.JK
BMAS.JK
BSWD.JK
BRNA.JK
MASB.JK
LCGP.JK
KPAS.JK
JSKY.JK
KRYA.JK
KRAH.JK
KAYU.JK
DEFI.JK
KPAL.JK
KOIN.JK
KBRI.JK
BIKA.JK
KPAL.JK
KPAS.JK
KRAH.JK
KRYA.JK
LCGP.JK
BIKA.JK
BEBS.JK
ARMY.JK
CNTB.JK
CNTX.JK
DEAL.JK
JATI.JK
JKSW.JK
JSKY.JK
SUPR.JK
KAYU.JK
SUGI.JK
CPRI.JK
KBRI.JK
COWL.JK
INAF.JK
CNTB.JK
CNTX.JK
HOTL.JK
SRIL.JK
KPAS.JK
BIKA.JK
KRAH.JK
KPAL.JK
BCIC.JK
TIFA.JK
SIMA.JK
IIKP.JK
TFCO.JK
TECH.JK
TDPM.JK
SKYB.JK
KBRI.JK
SMCB.JK
KRYA.JK
KBRI.JK
TECH.JK
TELE.JK
TFCO.JK
POLU.JK
POLL.JK
POLI.JK
TIFA.JK
POOL.JK
POSA.JK
SRIL.JK
HOTL.JK
PURE.JK
GOTOM.JK
SUGI.JK
SUPR.JK
COWL.JK
PRAS.JK
PPRO.JK
ARTI.JK
